9.999999999999999547e-07	0.000000000000000000e+00	0.000000000000000000e+00
2.002011991991992090e-01	1.704461994996874674e+00	2.000012584780224145e+00
4.004013983983983893e-01	1.096307986924464961e+00	1.044019519819453956e+00
6.006015975975976806e-01	8.411744869834147931e-01	7.208135960623726080e-01
8.008017967967968609e-01	6.953207302980843885e-01	5.572950179220507172e-01
1.001001995995995930e+00	5.990951670259788697e-01	4.581490235349409135e-01
1.201202195195195221e+00	5.300543086943052540e-01	3.914129948355044575e-01
1.401402394394394291e+00	4.776965318424289952e-01	3.433153278564809452e-01
1.601602593593593582e+00	4.363949125860184242e-01	3.069362913868089460e-01
1.801802792792792873e+00	4.028395809130930205e-01	2.784138464148522840e-01
2.002002991991992165e+00	3.749455666564006084e-01	2.554206396576844118e-01
2.202203191191191234e+00	3.513286195186702265e-01	2.364694493016552268e-01
2.402403390390390747e+00	3.310306083523847920e-01	2.205648245707700350e-01
2.602603589589589816e+00	3.133654963334300825e-01	2.070149479962627437e-01
2.802803788788788886e+00	2.978280704720775440e-01	1.953238202514911426e-01
3.003003987987988399e+00	2.840373577777244307e-01	1.851263922412387242e-01
3.203204187187187468e+00	2.717001919236939345e-01	1.761479141214229438e-01
3.403404386386386538e+00	2.605869863968159339e-01	1.681775633349744115e-01
3.603604585585586051e+00	2.505151710449266544e-01	1.610508188065054025e-01
3.803804784784785120e+00	2.413375908189748786e-01	1.546373714131502597e-01
4.004004983983984189e+00	2.329342055496330943e-01	1.488326409078915558e-01
4.204205183183183259e+00	2.252060385680079158e-01	1.435517022852087488e-01
4.404405382382382328e+00	2.180706900844275042e-01	1.387248583859101436e-01
4.604605581581582285e+00	2.114589601108176620e-01	1.342943600600210730e-01
4.804805780780781355e+00	2.053122716388998403e-01	1.302119408182763616e-01
5.005005979979980424e+00	1.995806799528262732e-01	1.264369390736247434e-01
5.205206179179179493e+00	1.942213172961248790e-01	1.229348506088818321e-01
5.405406378378378562e+00	1.891971650592172982e-01	1.196762003387965428e-01
5.605606577577577632e+00	1.844760752676573856e-01	1.166356539928737474e-01
5.805806776776777589e+00	1.800299838896570193e-01	1.137913121438484942e-01
6.006006975975976658e+00	1.758342732122374075e-01	1.111241442894203152e-01
6.206207175175175728e+00	1.718672511368323497e-01	1.086175315572673744e-01
6.406407374374374797e+00	1.681097229679920091e-01	1.062568944225123074e-01
6.606607573573573866e+00	1.645446369583312696e-01	1.040293875219383268e-01
6.806807772772772935e+00	1.611567891085532722e-01	1.019236478430067400e-01
7.007007971971972005e+00	1.579325759057169654e-01	9.992958568560839083e-02
7.207208171171171962e+00	1.548597860988664421e-01	9.803821013774860482e-02
7.407408370370371031e+00	1.519274244598972645e-01	9.624148258216087826e-02
7.607608569569570101e+00	1.491255619036990776e-01	9.453219310795661634e-02
7.807808768768769170e+00	1.464452074501550183e-01	9.290385574679567438e-02
8.008008967967967351e+00	1.438781983784153118e-01	9.135061926434080715e-02
8.208209167167167308e+00	1.414171056078620536e-01	8.986719087181031795e-02
8.408409366366365489e+00	1.390551518827433941e-01	8.844877072129508910e-02
8.608609565565565447e+00	1.367861407704334398e-01	8.709099544347062571e-02
8.808809764764763628e+00	1.346043948307977245e-01	8.578988930092534826e-02
9.009009963963963585e+00	1.325047015945958195e-01	8.454182178232580447e-02
9.209210163163163543e+00	1.304822662163653835e-01	8.334347066559726069e-02
9.409410362362361724e+00	1.285326698527027023e-01	8.219178974260100967e-02
9.609610561561561681e+00	1.266518329687760791e-01	8.108398053145507434e-02
9.809810760760759862e+00	1.248359829009036415e-01	8.001746741189753875e-02
1.001001095995995982e+01	1.230816251063154010e-01	7.898987570878920894e-02
1.021021115915915800e+01	1.213855176169218730e-01	7.799901232281343522e-02
1.041041135835835796e+01	1.197446482853012500e-01	7.704284856866472353e-02
1.061061155755755792e+01	1.181562144708124817e-01	7.611950493191682598e-02
1.081081175675675610e+01	1.166176048638360718e-01	7.522723749822612938e-02
1.101101195595595605e+01	1.151263831883317518e-01	7.436442584408696488e-02
1.121121215515515424e+01	1.136802735585472623e-01	7.352956220823485267e-02
1.141141235435435419e+01	1.122771472959277067e-01	7.272124178798633487e-02
1.161161255355355415e+01	1.109150110379666238e-01	7.193815402611146437e-02
1.181181275275275233e+01	1.095919959926515419e-01	7.117907477191366683e-02
1.201201295195195229e+01	1.083063482108953118e-01	7.044285921557615071e-02
1.221221315115115047e+01	1.070564197654186450e-01	6.972843550796353762e-02
1.241241335035035043e+01	1.058406607383692438e-01	6.903479898930404979e-02
1.261261354954954861e+01	1.046576119318806397e-01	6.836100695981968400e-02
1.281281374874874857e+01	1.035058982260730898e-01	6.770617393366729075e-02
1.301301394794794852e+01	1.023842225179231735e-01	6.706946732470875361e-02
1.321321414714714670e+01	1.012913601821783388e-01	6.645010351881379396e-02
1.341341434634634666e+01	1.002261540022388042e-01	6.584734429276112300e-02
1.361361454554554484e+01	9.918750952481249217e-02	6.526049354445902229e-02
1.381381474474474480e+01	9.817439079729368967e-02	6.468889430326098255e-02
1.401401494394394298e+01	9.718581645132058633e-02	6.413192599268767446e-02
1.421421514314314294e+01	9.622085609992252209e-02	6.358900192095835735e-02
1.441441534234234290e+01	9.527862701914487087e-02	6.305956697744205530e-02
1.461461554154154108e+01	9.435829108810384058e-02	6.254309551551583135e-02
1.481481574074074103e+01	9.345905196412841731e-02	6.203908940440688163e-02
1.501501593993993922e+01	9.258015247203700560e-02	6.154707623443600450e-02
1.521521613913913917e+01	9.172087218871605163e-02	6.106660766170457499e-02
1.541541633833833913e+01	9.088052520604594786e-02	6.059725787970344363e-02
1.561561653753753731e+01	9.005845805689031980e-02	6.013862220659355051e-02
1.581581673673673727e+01	8.925404779035144009e-02	5.969031577803655259e-02
1.601601693593593723e+01	8.846670018381916356e-02	5.925197233645549538e-02
1.621621713513513541e+01	8.769584808052466318e-02	5.882324310849747218e-02
1.641641733433433714e+01	8.694094984236731827e-02	5.840379576326488326e-02
1.661661753353353532e+01	8.620148790873118083e-02	5.799331344459095899e-02
