1.000000000000000021e-03	5.729999999999999716e+01	5.729999999999999716e+01
1.611591591591591544e-01	5.729999999999999716e+01	5.729999999999999716e+01
3.213183183183183078e-01	5.729999999999999716e+01	5.685782919045813344e+01
4.814774774774774890e-01	5.729999999999999716e+01	5.605784610958157543e+01
6.416366366366366147e-01	5.729999999999999716e+01	5.527160712687837929e+01
8.017957957957957404e-01	5.729999999999999716e+01	5.449887616881426311e+01
9.619549549549549772e-01	5.729999999999999716e+01	5.373942121480455114e+01
1.122114114114113992e+00	5.729999999999999716e+01	5.299301422769858050e+01
1.282273273273273118e+00	5.729999999999999716e+01	5.225943108545364169e+01
1.442432432432432243e+00	5.729999999999999716e+01	5.153845151397916879e+01
1.602591591591591369e+00	5.729999999999999716e+01	5.082985902113064469e+01
1.762750750750750495e+00	5.729999999999999716e+01	5.013344083183355337e+01
1.922909909909909842e+00	5.727679639433250003e+01	4.944898782431882012e+01
2.083069069069068746e+00	5.715952419989342559e+01	4.877629446744897734e+01
2.243228228228228094e+00	5.704136669011188587e+01	4.811515875911943851e+01
2.403387387387386998e+00	5.692232420930346848e+01	4.746538216571343582e+01
2.563546546546546345e+00	5.680239726226188424e+01	4.682676956259402345e+01
2.723705705705705693e+00	5.668158651651296509e+01	4.619912917561660493e+01
2.883864864864864597e+00	5.655989280453406565e+01	4.558227252364174831e+01
3.044024024024023944e+00	5.643731712593665151e+01	4.497601436203399317e+01
3.204183183183182848e+00	5.631386064961004934e+01	4.438017262712806144e+01
3.364342342342342196e+00	5.618952471582406361e+01	4.379456838164664134e+01
3.524501501501501100e+00	5.606431083828830708e+01	4.321902576105358662e+01
3.684660660660660447e+00	5.593822070616605657e+01	4.265337192082584750e+01
3.844819819819819795e+00	5.581125618604039573e+01	4.209743698462933992e+01
4.004978978978979143e+00	5.568341932383041382e+01	4.155105399338270189e+01
4.165138138138138046e+00	5.555471234665524349e+01	4.101405885519416472e+01
4.325297297297297838e+00	5.542513766464370661e+01	4.048629029615592856e+01
4.485456456456456742e+00	5.529469787268730840e+01	3.996758981198230032e+01
4.645615615615615646e+00	5.516339575213439872e+01	3.945780162047681472e+01
4.805774774774774549e+00	5.503123427242318400e+01	3.895677261481325360e+01
4.965933933933934341e+00	5.489821659265143694e+01	3.846435231761882534e+01
5.126093093093093245e+00	5.476434606308067998e+01	3.798039283584311931e+01
5.286252252252252148e+00	5.462962622657263267e+01	3.750474881640147373e+01
5.446411411411411940e+00	5.449406081995568485e+01	3.703727740257878764e+01
5.606570570570570844e+00	5.435765377531933495e+01	3.657783819118016311e+01
5.766729729729729748e+00	5.422040922123432694e+01	3.612629319041683118e+01
5.926888888888888651e+00	5.408233148389645351e+01	3.568250677851375485e+01
6.087048048048048443e+00	5.394342508819191551e+01	3.524634566302704286e+01
6.247207207207207347e+00	5.380369475868202755e+01	3.481767884085915199e+01
6.407366366366366250e+00	5.366314542050549363e+01	3.439637755895920179e+01
6.567525525525526042e+00	5.352178220019600730e+01	3.398231527569772936e+01
6.727684684684684946e+00	5.337961042641335752e+01	3.357536762290354204e+01
6.887843843843843850e+00	5.323663563058610038e+01	3.317541236855180387e+01
7.048003003003002753e+00	5.309286354746382131e+01	3.278232938009161046e+01
7.208162162162162545e+00	5.294830011557732519e+01	3.239600058840299823e+01
7.368321321321321449e+00	5.280295147760489272e+01	3.201630995237198363e+01
7.528480480480480352e+00	5.265682398064278402e+01	3.164314342407275760e+01
7.688639639639640144e+00	5.250992417637863241e+01	3.127638891454797943e+01
7.848798798798799048e+00	5.236225882116571029e+01	3.091593626017507290e+01
8.008957957957957063e+00	5.221383487599690199e+01	3.056167718961006230e+01
8.169117117117115967e+00	5.206465950637669238e+01	3.021350529129839657e+01
8.329276276276274871e+00	5.191474008208988522e+01	2.987131598154261169e+01
8.489435435435433774e+00	5.176408417686564434e+01	2.953500647311862792e+01
8.649594594594594454e+00	5.161269956793564972e+01	2.920447574442961169e+01
8.809753753753753358e+00	5.146059423548524592e+01	2.887962450918952584e+01
8.969912912912912262e+00	5.130777636199636760e+01	2.856035518662676864e+01
9.130072072072071165e+00	5.115425433148138268e+01	2.824657187219874999e+01
9.290231231231230069e+00	5.100003672860680126e+01	2.793818030880920844e+01
9.450390390390388973e+00	5.084513233770617546e+01	2.763508785851923477e+01
9.610549549549547876e+00	5.068955014168125217e+01	2.733720347474388390e+01
9.770708708708708556e+00	5.053329932079101638e+01	2.704443767492534434e+01
9.930867867867867460e+00	5.037638925132772982e+01	2.675670251367577634e+01
1.009102702702702636e+01	5.021882950417990088e+01	2.647391155638043614e+01
1.025118618618618527e+01	5.006062984328154641e+01	2.619597985325373912e+01
1.041134534534534417e+01	4.990180022394765302e+01	2.592282391384116380e+01
